质数,个,质数差,质数差差
17359,1995,8,-2
17351,1994,10,2
17341,1993,8,2
17333,1992,6,0
17327,1991,6,2
17321,1990,4,-14
17317,1989,18,12
17299,1988,6,4
17293,1987,2,-32
17291,1986,34,16
17257,1985,18,10
17239,1984,8,-14
17231,1983,22,20
17209,1982,2,-2
17207,1981,4,-8
17203,1980,12,10
17191,1979,2,-4
17189,1978,6,-10
17183,1977,16,8
17167,1976,8,-14
17159,1975,22,8
17137,1974,14,8
17123,1973,6,-4
17117,1972,10,2
17107,1971,8,2
17099,1970,6,-10
17093,1969,16,-8
17077,1968,24,18
17053,1967,6,0
17047,1966,6,-2
17041,1965,8,4
17033,1964,4,2
17029,1963,2,-4
17027,1962,6,-4
17021,1961,10,-8
17011,1960,18,12
16993,1959,6,0
16987,1958,6,4
16981,1957,2,-14
16979,1956,16,-4
16963,1955,20,14
16943,1954,6,0
16937,1953,6,2
16931,1952,4,-2
16927,1951,6,-12
16921,1950,18,16
16903,1949,2,-10
16901,1948,12,6
16889,1947,6,2
16883,1946,4,-4
16879,1945,8,-20
16871,1944,28,16
16843,1943,12,10
16831,1942,2,-4
16829,1941,6,-6
16823,1940,12,-12
16811,1939,24,0
16787,1938,24,20
16763,1937,4,-8
16759,1936,12,6
16747,1935,6,-6
16741,1934,12,-14
16729,1933,26,22
16703,1932,4,-2
16699,1931,6,4
16693,1930,2,-16
16691,1929,18,6
16673,1928,12,8
16661,1927,4,-2
16657,1926,6,4
16651,1925,2,-14
16649,1924,16,14
16633,1923,2,-10
16631,1922,12,0
16619,1921,12,8
16607,1920,4,-26
16603,1919,30,24
16573,1918,6,0
16567,1917,6,-2
16561,1916,8,2
16553,1915,6,-12
16547,1914,18,8
16529,1913,10,-16
16519,1912,26,20
16493,1911,6,0
16487,1910,6,2
16481,1909,4,-20
16477,1908,24,22
16453,1907,2,-2
16451,1906,4,-10
16447,1905,14,8
16433,1904,6,0
16427,1903,6,2
16421,1902,4,-2
16417,1901,6,-24
16411,1900,30,18
16381,1899,12,6
16369,1898,6,4
16363,1897,2,-10
16361,1896,12,2
16349,1895,10,4
16339,1894,6,-8
16333,1893,14,-4
16319,1892,18,-10
16301,1891,28,22
16273,1890,6,-8
16267,1889,14,10
16253,1888,4,-14
16249,1887,18,16
16231,1886,2,-4
16229,1885,6,0
16223,1884,6,-18
16217,1883,24,20
16193,1882,4,2
16189,1881,2,-2
16187,1880,4,-38
16183,1879,42,40
16141,1878,2,-10
16139,1877,12,-4
16127,1876,16,8
16111,1875,8,2
16103,1874,6,0
16097,1873,6,2
16091,1872,4,-10
16087,1871,14,10
16073,1870,4,2
16069,1869,2,-2
16067,1868,4,2
16063,1867,2,-2
16061,1866,4,-20
16057,1865,24,-2
16033,1864,26,20
16007,1863,6,-4
16001,1862,10,-8
15991,1861,18,16
15973,1860,2,-10
15971,1859,12,-10
15959,1858,22,8
15937,1857,14,10
15923,1856,4,-2
15919,1855,6,0
15913,1854,6,0
15907,1853,6,-6
15901,1852,12,10
15889,1851,2,-4
15887,1850,6,2
15881,1849,4,-14
15877,1848,18,-18
15859,1847,36,30
15823,1846,6,-2
15817,1845,8,2
15809,1844,6,0
15803,1843,6,0
15797,1842,6,2
15791,1841,4,-10
15787,1840,14,8
15773,1839,6,0
15767,1838,6,-6
15761,1837,12,2
15749,1836,10,8
15739,1835,2,-2
15737,1834,4,2
15733,1833,2,-2
15731,1832,4,-40
15727,1831,44,40
15683,1830,4,-4
15679,1829,8,4
15671,1828,4,-2
15667,1827,6,-6
15661,1826,12,10
15649,1825,2,-2
15647,1824,4,2
15643,1823,2,-10
15641,1822,12,2
15629,1821,10,-2
15619,1820,12,6
15607,1819,6,-12
15601,1818,18,16
15583,1817,2,-10
15581,1816,12,2
15569,1815,10,2
15559,1814,8,-2
15551,1813,10,-4
15541,1812,14,-2
15527,1811,16,2
15511,1810,14,10
15497,1809,4,-16
15493,1808,20,14
15473,1807,6,0
15467,1806,6,-4
15461,1805,10,2
15451,1804,8,4
15443,1803,4,-8
15439,1802,12,-2
15427,1801,14,2
15413,1800,12,2
15401,1799,10,2
15391,1798,8,2
15383,1797,6,2
15377,1796,4,-8
15373,1795,12,10
15361,1794,2,-8
15359,1793,10,-8
15349,1792,18,16
15331,1791,2,-8
15329,1790,10,4
15319,1789,6,0
15313,1788,6,-2
15307,1787,8,-2
15299,1786,10,8
15289,1785,2,-8
15287,1784,10,4
15277,1783,6,4
15271,1782,2,-4
15269,1781,6,2
15263,1780,4,-14
15259,1779,18,10
15241,1778,8,2
15233,1777,6,-4
15227,1776,10,-8
15217,1775,18,12
15199,1774,6,0
15193,1773,6,-8
15187,1772,14,2
15173,1771,12,0
15161,1770,12,2
15149,1769,10,8
15139,1768,2,-4
15137,1767,6,-4
15131,1766,10,-4
15121,1765,14,8
15107,1764,6,-4
15101,1763,10,2
15091,1762,8,2
15083,1761,6,2
15077,1760,4,-8
15073,1759,12,4
15061,1758,8,-14
15053,1757,22,8
15031,1756,14,10
15017,1755,4,-26
15013,1754,30,16
14983,1753,14,2
14969,1752,12,6
14957,1751,6,2
14951,1750,4,-4
14947,1749,8,-2
14939,1748,10,4
14929,1747,6,-20
14923,1746,26,20
14897,1745,6,2
14891,1744,4,-4
14887,1743,8,-2
14879,1742,10,8
14869,1741,2,-14
14867,1740,16,8
14851,1739,8,-4
14843,1738,12,8
14831,1737,4,-2
14827,1736,6,-2
14821,1735,8,-8
14813,1734,16,2
14797,1733,14,10
14783,1732,4,-4
14779,1731,8,4
14771,1730,4,-4
14767,1729,8,2
14759,1728,6,0
14753,1727,6,0
14747,1726,6,2
14741,1725,4,-2
14737,1724,6,-2
14731,1723,8,2
14723,1722,6,2
14717,1721,4,-10
14713,1720,14,-2
14699,1719,16,2
14683,1718,14,2
14669,1717,12,8
14657,1716,4,-10
14653,1715,14,8
14639,1714,6,2
14633,1713,4,2
14629,1712,2,-4
14627,1711,6,-22
14621,1710,28,26
14593,1709,2,-26
14591,1708,28,26
14563,1707,2,-2
14561,1706,4,-2
14557,1705,6,4
14551,1704,2,-4
14549,1703,6,0
14543,1702,6,2
14537,1701,4,-10
14533,1700,14,-2
14519,1699,16,2
14503,1698,14,4
14489,1697,10,-8
14479,1696,18,6
14461,1695,12,10
14449,1694,2,-8
14447,1693,10,4
14437,1692,6,-2
14431,1691,8,4
14423,1690,4,-4
14419,1689,8,4
14411,1688,4,-2
14407,1687,6,-6
14401,1686,12,10
14389,1685,2,-16
14387,1684,18,-4
14369,1683,22,16
14347,1682,6,-8
14341,1681,14,10
14327,1680,4,2
14323,1679,2,-16
14321,1678,18,8
14303,1677,10,-2
14293,1676,12,-18
14281,1675,30,28
14251,1674,2,-4
14249,1673,6,-16
14243,1672,22,8
14221,1671,14,4
14207,1670,10,-10
14197,1669,20,16
14177,1668,4,-10
14173,1667,14,8
14159,1666,6,2
14153,1665,4,-2
14149,1664,6,-30
14143,1663,36,16
14107,1662,20,16
14087,1661,4,2
14083,1660,2,-8
14081,1659,10,-4
14071,1658,14,8
14057,1657,6,-12
14051,1656,18,14
14033,1655,4,-14
14029,1654,18,16
14011,1653,2,-8
14009,1652,10,8
13999,1651,2,-28
13997,1650,30,26
13967,1649,4,-26
13963,1648,30,28
13933,1647,2,-8
13931,1646,10,2
13921,1645,8,2
13913,1644,6,2
13907,1643,4,2
13903,1642,2,-16
13901,1641,18,14
13883,1640,4,2
13879,1639,2,-2
13877,1638,4,-10
13873,1637,14,-4
13859,1636,18,8
13841,1635,10,8
13831,1634,2,-20
13829,1633,22,14
13807,1632,8,-2
13799,1631,10,2
13789,1630,8,-10
13781,1629,18,14
13763,1628,4,2
13759,1627,2,-4
13757,1626,6,-16
13751,1625,22,16
13729,1624,6,4
13723,1623,2,-8
13721,1622,10,8
13711,1621,2,-10
13709,1620,12,8
13697,1619,4,2
13693,1618,2,-2
13691,1617,4,-2
13687,1616,6,4
13681,1615,2,-8
13679,1614,10,-10
13669,1613,20,4
13649,1612,16,10
13633,1611,6,-2
13627,1610,8,2
13619,1609,6,-10
13613,1608,16,10
13597,1607,6,-8
13591,1606,14,4
13577,1605,10,-4
13567,1604,14,-2
13553,1603,16,2
13537,1602,14,4
13523,1601,10,-4
13513,1600,14,2
13499,1599,12,2
13487,1598,10,2
13477,1597,8,2
13469,1596,6,0
13463,1595,6,0
13457,1594,6,-4
13451,1593,10,-10
13441,1592,20,16
13421,1591,4,-2
13417,1590,6,-6
13411,1589,12,10
13399,1588,2,-14
13397,1587,16,2
13381,1586,14,-14
13367,1585,28,26
13339,1584,2,-4
13337,1583,6,2
13331,1582,4,-10
13327,1581,14,10
13313,1580,4,-8
13309,1579,12,6
13297,1578,6,-18
13291,1577,24,16
13267,1576,8,-2
13259,1575,10,2
13249,1574,8,-4
13241,1573,12,2
13229,1572,10,8
13219,1571,2,-28
13217,1570,30,26
13187,1569,4,-2
13183,1568,6,0
13177,1567,6,-2
13171,1566,8,4
13163,1565,4,-4
13159,1564,8,4
13151,1563,4,-16
13147,1562,20,14
13127,1561,6,-6
13121,1560,12,6
13109,1559,6,2
13103,1558,4,-2
13099,1557,6,-24
13093,1556,30,16
13063,1555,14,8
13049,1554,6,0
13043,1553,6,2
13037,1552,4,-20
13033,1551,24,22
13009,1550,2,-2
13007,1549,4,2
13003,1548,2,-16
13001,1547,18,14
12983,1546,4,-2
12979,1545,6,0
12973,1544,6,-2
12967,1543,8,2
12959,1542,6,-6
12953,1541,12,-6
12941,1540,18,14
12923,1539,4,2
12919,1538,2,-4
12917,1537,6,2
12911,1536,4,-4
12907,1535,8,2
12899,1534,6,2
12893,1533,4,-32
12889,1532,36,24
12853,1531,12,0
12841,1530,12,6
12829,1529,6,4
12823,1528,2,-10
12821,1527,12,2
12809,1526,10,2
12799,1525,8,-2
12791,1524,10,-8
12781,1523,18,12
12763,1522,6,-8
12757,1521,14,10
12743,1520,4,-14
12739,1519,18,10
12721,1518,8,-2
12713,1517,10,4
12703,1516,6,-2
12697,1515,8,-10
12689,1514,18,6
12671,1513,12,6
12659,1512,6,0
12653,1511,6,0
12647,1510,6,2
12641,1509,4,-14
12637,1508,18,12
12619,1507,6,4
12613,1506,2,-8
12611,1505,10,-2
12601,1504,12,6
12589,1503,6,0
12583,1502,6,-2
12577,1501,8,-8
12569,1500,16,10
12553,1499,6,0
12547,1498,6,4
12541,1497,2,-10
12539,1496,12,2
12527,1495,10,4
12517,1494,6,-2
12511,1493,8,2
12503,1492,6,0
12497,1491,6,2
12491,1490,4,-4
12487,1489,8,2
12479,1488,6,-10
12473,1487,16,10
12457,1486,6,-8
12451,1485,14,10
12437,1484,4,-8
12433,1483,12,4
12421,1482,8,4
12413,1481,4,-4
12409,1480,8,-2
12401,1479,10,-2
12391,1478,12,10
12379,1477,2,-2
12377,1476,4,-22
12373,1475,26,22
12347,1474,4,-10
12343,1473,14,8
12329,1472,6,-16
12323,1471,22,10
12301,1470,12,4
12289,1469,8,4
12281,1468,4,-4
12277,1467,8,2
12269,1466,6,-4
12263,1465,10,8
12253,1464,2,-8
12251,1463,10,8
12241,1462,2,-10
12239,1461,12,-4
12227,1460,16,8
12211,1459,8,2
12203,1458,6,-28
12197,1457,34,32
12163,1456,2,-2
12161,1455,4,-4
12157,1454,8,2
12149,1453,6,-18
12143,1452,24,18
12119,1451,6,2
12113,1450,4,2
12109,1449,2,-4
12107,1448,6,2
12101,1447,4,-20
12097,1446,24,22
12073,1445,2,-20
12071,1444,22,16
12049,1443,6,4
12043,1442,2,-2
12041,1441,4,-22
12037,1440,26,22
12011,1439,4,-16
12007,1438,20,14
11987,1437,6,-4
11981,1436,10,8
11971,1435,2,-8
11969,1434,10,4
11959,1433,6,-6
11953,1432,12,10
11941,1431,2,-4
11939,1430,6,0
11933,1429,6,2
11927,1428,4,-10
11923,1427,14,8
11909,1426,6,0
11903,1425,6,-4
11897,1424,10,-10
11887,1423,20,16
11867,1422,4,-20
11863,1421,24,18
11839,1420,6,4
11833,1419,2,-2
11831,1418,4,-2
11827,1417,6,-2
11821,1416,8,2
11813,1415,6,0
11807,1414,6,-6
11801,1413,12,6
11789,1412,6,2
11783,1411,4,2
11779,1410,2,-32
11777,1409,34,22
11743,1408,12,0
11731,1407,12,10
11719,1406,2,-14
11717,1405,16,14
11701,1404,2,-8
11699,1403,10,2
11689,1402,8,4
11681,1401,4,-16
11677,1400,20,-4
11657,1399,24,12
11633,1398,12,8
11621,1397,4,-16
11617,1396,20,16
11597,1395,4,-2
11593,1394,6,-2
11587,1393,8,-20
11579,1392,28,26
11551,1391,2,-20
11549,1390,22,14
11527,1389,8,-8
11519,1388,16,10
11503,1387,6,0
11497,1386,6,4
11491,1385,2,-4
11489,1384,6,-6
11483,1383,12,8
11471,1382,4,-16
11467,1381,20,16
11447,1380,4,-2
11443,1379,6,-8
11437,1378,14,2
11423,1377,12,0
11411,1376,12,6
11399,1375,6,-4
11393,1374,10,-4
11383,1373,14,-2
11369,1372,16,14
11353,1371,2,-20
11351,1370,22,14
11329,1369,8,4
11321,1368,4,-2
11317,1367,6,-6
11311,1366,12,0
11299,1365,12,4
11287,1364,8,2
11279,1363,6,-6
11273,1362,12,8
11261,1361,4,-2
11257,1360,6,-2
11251,1359,8,4
11243,1358,4,-22
11239,1357,26,10
11213,1356,16,-4
11197,1355,20,16
11177,1354,4,2
11173,1353,2,-8
11171,1352,10,8
11161,1351,2,-8
11159,1350,10,-8
11149,1349,18,6
11131,1348,12,10
11119,1347,2,-2
11117,1346,4,-16
11113,1345,20,14
11093,1344,6,2
11087,1343,4,-8
11083,1342,12,10
11071,1341,2,-8
11069,1340,10,8
11059,1339,2,-8
11057,1338,10,-10
11047,1337,20,-4
11027,1336,24,14
11003,1335,10,4
10993,1334,6,-2
10987,1333,8,2
10979,1332,6,-10
10973,1331,16,8
10957,1330,8,-2
10949,1329,10,8
10939,1328,2,-26
10937,1327,28,22
10909,1326,6,-6
10903,1325,12,10
10891,1324,2,-4
10889,1323,6,-10
10883,1322,16,10
10867,1321,6,4
10861,1320,2,-4
10859,1319,6,0
10853,1318,6,-4
10847,1317,10,4
10837,1316,6,-26
10831,1315,32,22
10799,1314,10,2
10789,1313,8,-2
10781,1312,10,-8
10771,1311,18,4
10753,1310,14,8
10739,1309,6,2
10733,1308,4,-2
10729,1307,6,-6
10723,1306,12,10
10711,1305,2,-16
10709,1304,18,14
10691,1303,4,-16
10687,1302,20,16
10667,1301,4,-2
10663,1300,6,0
10657,1299,6,-6
10651,1298,12,4
10639,1297,8,4
10631,1296,4,-10
10627,1295,14,8
10613,1294,6,0
10607,1293,6,2
10601,1292,4,-4
10597,1291,8,-14
10589,1290,22,14
10567,1289,8,-20
10559,1288,28,26
10531,1287,2,-14
10529,1286,16,4
10513,1285,12,10
10501,1284,2,-10
10499,1283,12,2
10487,1282,10,-4
10477,1281,14,10
10463,1280,4,2
10459,1279,2,-2
10457,1278,4,-16
10453,1277,20,16
10433,1276,4,2
10429,1275,2,-26
10427,1274,28,20
10399,1273,8,-14
10391,1272,22,10
10369,1271,12,-2
10357,1270,14,8
10343,1269,6,2
10337,1268,4,2
10333,1267,2,-8
10331,1266,10,2
10321,1265,8,-2
10313,1264,10,8
10303,1263,2,-10
10301,1262,12,-4
10289,1261,16,14
10273,1260,2,-2
10271,1259,4,-4
10267,1258,8,2
10259,1257,6,0
10253,1256,6,2
10247,1255,4,-16
10243,1254,20,8
10223,1253,12,-6
10211,1252,18,6
10193,1251,12,8
10181,1250,4,-4
10177,1249,8,2
10169,1248,6,2
10163,1247,4,-4
10159,1246,8,-2
10151,1245,10,8
10141,1244,2,-4
10139,1243,6,-16
10133,1242,22,14
10111,1241,8,4
10103,1240,4,-2
10099,1239,6,4
10093,1238,2,-10
10091,1237,12,2
10079,1236,10,8
10069,1235,2,-4
10067,1234,6,-16
10061,1233,22,20
10039,1232,2,-26
10037,1231,28,26
10009,1230,2,-32
10007,1229,34,28
9973,1228,6,-12
9967,1227,18,10
9949,1226,8,-2
9941,1225,10,8
9931,1224,2,-4
9929,1223,6,-10
9923,1222,16,10
9907,1221,6,-8
9901,1220,14,10
9887,1219,4,-8
9883,1218,12,0
9871,1217,12,10
9859,1216,2,-4
9857,1215,6,-6
9851,1214,12,6
9839,1213,6,2
9833,1212,4,-8
9829,1211,12,6
9817,1210,6,-2
9811,1209,8,-4
9803,1208,12,8
9791,1207,4,-2
9787,1206,6,-6
9781,1205,12,10
9769,1204,2,-16
9767,1203,18,12
9749,1202,6,2
9743,1201,4,-2
9739,1200,6,-6
9733,1199,12,10
9721,1198,2,-20
9719,1197,22,14
9697,1196,8,-2
9689,1195,10,8
9679,1194,2,-14
9677,1193,16,4
9661,1192,12,6
9649,1191,6,-6
9643,1190,12,10
9631,1189,2,-4
9629,1188,6,2
9623,1187,4,-2
9619,1186,6,-6
9613,1185,12,-2
9601,1184,14,-22
9587,1183,36,32
9551,1182,4,-4
9547,1181,8,2
9539,1180,6,-6
9533,1179,12,2
9521,1178,10,-4
9511,1177,14,8
9497,1176,6,-6
9491,1175,12,6
9479,1174,6,0
9473,1173,6,2
9467,1172,4,2
9463,1171,2,-20
9461,1170,22,20
9439,1169,2,-2
9437,1168,4,2
9433,1167,2,-8
9431,1166,10,8
9421,1165,2,-4
9419,1164,6,-4
9413,1163,10,4
9403,1162,6,0
9397,1161,6,-8
9391,1160,14,8
9377,1159,6,-16
9371,1158,22,16
9349,1157,6,4
9343,1156,2,-2
9341,1155,4,-10
9337,1154,14,10
9323,1153,4,-4
9319,1152,8,-10
9311,1151,18,8
9293,1150,10,8
9283,1149,2,-2
9281,1148,4,-16
9277,1147,20,4
9257,1146,16,14
9241,1145,2,-10
9239,1144,12,6
9227,1143,6,-6
9221,1142,12,6
9209,1141,6,2
9203,1140,4,-8
9199,1139,12,6
9187,1138,6,-2
9181,1137,8,-4
9173,1136,12,8
9161,1135,4,-2
9157,1134,6,-8
9151,1133,14,10
9137,1132,4,-2
9133,1131,6,-12
9127,1130,18,12
9109,1129,6,-6
9103,1128,12,-12
9091,1127,24,16
9067,1126,8,-2
9059,1125,10,4
9049,1124,6,4
9043,1123,2,-10
9041,1122,12,-4
9029,1121,16,14
9013,1120,2,-2
9011,1119,4,-2
9007,1118,6,4
9001,1117,2,-26
8999,1116,28,26
8971,1115,2,-4
8969,1114,6,-6
8963,1113,12,2
8951,1112,10,2
8941,1111,8,4
8933,1110,4,-2
8929,1109,6,-24
8923,1108,30,24
8893,1107,6,-14
8887,1106,20,16
8867,1105,4,2
8863,1104,2,-10
8861,1103,12,2
8849,1102,10,8
8839,1101,2,-4
8837,1100,6,-4
8831,1099,10,8
8821,1098,2,-10
8819,1097,12,8
8807,1096,4,-16
8803,1095,20,16
8783,1094,4,-14
8779,1093,18,10
8761,1092,8,2
8753,1091,6,0
8747,1090,6,2
8741,1089,4,-2
8737,1088,6,-6
8731,1087,12,6
8719,1086,6,0
8713,1085,6,-2
8707,1084,8,2
8699,1083,6,2
8693,1082,4,-4
8689,1081,8,4
8681,1080,4,-4
8677,1079,8,2
8669,1078,6,-10
8663,1077,16,10
8647,1076,6,-6
8641,1075,12,10
8629,1074,2,-2
8627,1073,4,-10
8623,1072,14,4
8609,1071,10,8
8599,1070,2,-14
8597,1069,16,8
8581,1068,8,-2
8573,1067,10,-10
8563,1066,20,16
8543,1065,4,2
8539,1064,2,-8
8537,1063,10,4
8527,1062,6,-2
8521,1061,8,-4
8513,1060,12,-22
8501,1059,34,28
8467,1058,6,-8
8461,1057,14,10
8447,1056,4,-8
8443,1055,12,10
8431,1054,2,-4
8429,1053,6,2
8423,1052,4,-26
8419,1051,30,28
8389,1050,2,-8
8387,1049,10,2
8377,1048,8,2
8369,1047,6,-4
8363,1046,10,-14
8353,1045,24,12
8329,1044,12,6
8317,1043,6,-8
8311,1042,14,10
8297,1041,4,2
8293,1040,2,-2
8291,1039,4,-10
8287,1038,14,10
8273,1037,4,-2
8269,1036,6,-14
8263,1035,20,14
8243,1034,6,2
8237,1033,4,2
8233,1032,2,-8
8231,1031,10,8
8221,1030,2,-8
8219,1029,10,-8
8209,1028,18,6
8191,1027,12,4
8179,1026,8,4
8171,1025,4,-2
8167,1024,6,-8
8161,1023,14,-10
8147,1022,24,18
8123,1021,6,0
8117,1020,6,-4
8111,1019,10,2
8101,1018,8,4
8093,1017,4,2
8089,1016,2,-4
8087,1015,6,-6
8081,1014,12,2
8069,1013,10,4
8059,1012,6,-8
8053,1011,14,-8
8039,1010,22,16
8017,1009,6,4
8011,1008,2,-14
8009,1007,16,-14
7993,1006,30,18
7963,1005,12,10
7951,1004,2,-10
7949,1003,12,8
7937,1002,4,-2
7933,1001,6,-2
7927,1000,8,-4
7919,999,12,6
7907,998,6,-12
7901,997,18,14
7883,996,4,2
7879,995,2,-2
7877,994,4,-2
7873,993,6,-8
7867,992,14,2
7853,991,12,0
7841,990,12,6
7829,989,6,0
7823,988,6,-18
7817,987,24,20
7793,986,4,-26
7789,985,30,28
7759,984,2,-2
7757,983,4,-8
7753,982,12,-2
7741,981,14,10
7727,980,4,-2
7723,979,6,-8
7717,978,14,10
7703,977,4,-4
7699,976,8,4
7691,975,4,-2
7687,974,6,-2
7681,973,8,4
7673,972,4,-16
7669,971,20,14
7649,970,6,2
7643,969,4,-14
7639,968,18,4
7621,967,14,10
7607,966,4,-8
7603,965,12,10
7591,964,2,-4
7589,963,6,0
7583,962,6,2
7577,961,4,-8
7573,960,12,10
7561,959,2,-8
7559,958,10,8
7549,957,2,-4
7547,956,6,2
7541,955,4,-4
7537,954,8,2
7529,953,6,0
7523,952,6,-4
7517,951,10,2
7507,950,8,-2
7499,949,10,8
7489,948,2,-4
7487,947,6,2
7481,946,4,-14
7477,945,18,16
7459,944,2,-4
7457,943,6,-12
7451,942,18,2
7433,941,16,10
7417,940,6,-12
7411,939,18,-6
7393,938,24,6
7369,937,18,16
7351,936,2,-14
7349,935,16,14
7333,934,2,-8
7331,933,10,-2
7321,932,12,10
7309,931,2,-8
7307,930,10,-4
7297,929,14,-16
7283,928,30,24
7253,927,6,2
7247,926,4,-2
7243,925,6,-2
7237,924,8,-2
7229,923,10,4
7219,922,6,4
7213,921,2,-2
7211,920,4,-10
7207,919,14,8
7193,918,6,-4
7187,917,10,-8
7177,916,18,10
7159,915,8,-14
7151,914,22,20
7129,913,2,-4
7127,912,6,-6
7121,911,12,6
7109,910,6,-18
7103,909,24,14
7079,908,10,-2
7069,907,12,-2
7057,906,14,10
7043,905,4,-8
7039,904,12,4
7027,903,8,2
7019,902,6,-6
7013,901,12,8
7001,900,4,-2
6997,899,6,-2
6991,898,8,2
6983,897,6,0
6977,896,6,2
6971,895,4,-2
6967,894,6,4
6961,893,2,-8
6959,892,10,8
6949,891,2,-28
6947,890,30,24
6917,889,6,2
6911,888,4,-4
6907,887,8,-8
6899,886,16,4
6883,885,12,10
6871,884,2,-4
6869,883,6,0
6863,882,6,-10
6857,881,16,8
6841,880,8,4
6833,879,4,2
6829,878,2,-2
6827,877,4,-16
6823,876,20,10
6803,875,10,8
6793,874,2,-8
6791,873,10,8
6781,872,2,-14
6779,871,16,14
6763,870,2,-22
6761,869,24,20
6737,868,4,-10
6733,867,14,4
6719,866,10,4
6709,865,6,4
6703,864,2,-8
6701,863,10,8
6691,862,2,-8
6689,861,10,4
6679,860,6,-6
6673,859,12,10
6661,858,2,-4
6659,857,6,-10
6653,856,16,-2
6637,855,18,6
6619,854,12,4
6607,853,8,-10
6599,852,18,14
6581,851,4,-2
6577,850,6,4
6571,849,2,-4
6569,848,6,-4
6563,847,10,8
6553,846,2,-2
6551,845,4,-14
6547,844,18,10
6529,843,8,-22
6521,842,30,20
6491,841,10,2
6481,840,8,4
6473,839,4,-14
6469,838,18,16
6451,837,2,-20
6449,836,22,16
6427,835,6,-18
6421,834,24,16
6397,833,8,-2
6389,832,10,4
6379,831,6,0
6373,830,6,0
6367,829,6,4
6361,828,2,-4
6359,827,6,-4
6353,826,10,4
6343,825,6,-2
6337,824,8,2
6329,823,6,0
6323,822,6,0
6317,821,6,-4
6311,820,10,8
6301,819,2,-10
6299,818,12,2
6287,817,10,4
6277,816,6,4
6271,815,2,-4
6269,814,6,0
6263,813,6,-4
6257,812,10,-8
6247,811,18,10
6229,810,8,4
6221,809,4,-2
6217,808,6,-2
6211,807,8,4
6203,806,4,2
6199,805,2,-22
6197,804,24,14
6173,803,10,-2
6163,802,12,4
6151,801,8,-2
6143,800,10,8
6133,799,2,-8
6131,798,10,2
6121,797,8,-4
6113,796,12,2
6101,795,10,8
6091,794,2,-8
6089,793,10,4
6079,792,6,0
6073,791,6,-8
6067,790,14,8
6053,789,6,2
6047,788,4,-2
6043,787,6,-2
6037,786,8,-10
6029,785,18,14
6011,784,4,-16
6007,783,20,14
5987,782,6,-22
5981,781,28,14
5953,780,14,2
5939,779,12,8
5927,778,4,-16
5923,777,20,14
5903,776,6,-10
5897,775,16,14
5881,774,2,-8
5879,773,10,8
5869,772,2,-4
5867,771,6,2
5861,770,4,-2
5857,769,6,4
5851,768,2,-4
5849,767,6,2
5843,766,4,-8
5839,765,12,6
5827,764,6,-2
5821,763,8,2
5813,762,6,0
5807,761,6,-4
5801,760,10,2
5791,759,8,4
5783,758,4,-26
5779,757,30,24
5749,756,6,4
5743,755,2,-2
5741,754,4,-16
5737,753,20,14
5717,752,6,-4
5711,751,10,2
5701,750,8,4
5693,749,4,-2
5689,748,6,-8
5683,747,14,4
5669,746,10,8
5659,745,2,-2
5657,744,4,2
5653,743,2,-2
5651,742,4,-2
5647,741,6,4
5641,740,2,-14
5639,739,16,-16
5623,738,32,22
5591,737,10,2
5581,736,8,4
5573,735,4,-2
5569,734,6,0
5563,733,6,-20
5557,732,26,22
5531,731,4,-2
5527,730,6,4
5521,729,2,-10
5519,728,12,8
5507,727,4,2
5503,726,2,-16
5501,725,18,14
5483,724,4,2
5479,723,2,-4
5477,722,6,-16
5471,721,22,16
5449,720,6,4
5443,719,2,-2
5441,718,4,-2
5437,717,6,-6
5431,716,12,10
5419,715,2,-2
5417,714,4,-2
5413,713,6,-2
5407,712,8,2
5399,711,6,0
5393,710,6,0
5387,709,6,-24
5381,708,30,26
5351,707,4,-10
5347,706,14,4
5333,705,10,-4
5323,704,14,8
5309,703,6,0
5303,702,6,-10
5297,701,16,14
5281,700,2,-4
5279,699,6,-6
5273,698,12,-12
5261,697,24,20
5237,696,4,2
5233,695,2,-2
5231,694,4,-14
5227,693,18,6
5209,692,12,4
5197,691,8,-2
5189,690,10,2
5179,689,8,4
5171,688,4,-10
5167,687,14,8
5153,686,6,-22
5147,685,28,22
5119,684,6,0
5113,683,6,0
5107,682,6,4
5101,681,2,-10
5099,680,12,6
5087,679,6,2
5081,678,4,-14
5077,677,18,10
5059,676,8,-4
5051,675,12,-4
5039,674,16,14
5023,673,2,-8
5021,672,10,8
5011,671,2,-4
5009,670,6,2
5003,669,4,-2
4999,668,6,0
4993,667,6,-8
4987,666,14,10
4973,665,4,2
4969,664,2,-8
4967,663,10,4
4957,662,6,-2
4951,661,8,2
4943,660,6,2
4937,659,4,2
4933,658,2,-10
4931,657,12,2
4919,656,10,4
4909,655,6,-8
4903,654,14,2
4889,653,12,6
4877,652,6,-4
4871,651,10,-20
4861,650,30,16
4831,649,14,10
4817,648,4,-8
4813,647,12,10
4801,646,2,-4
4799,645,6,2
4793,644,4,2
4789,643,2,-2
4787,642,4,-20
4783,641,24,16
4759,640,8,-10
4751,639,18,14
4733,638,4,-2
4729,637,6,4
4723,636,2,-16
4721,635,18,6
4703,634,12,0
4691,633,12,6
4679,632,6,-4
4673,631,10,4
4663,630,6,0
4657,629,6,4
4651,628,2,-4
4649,627,6,2
4643,626,4,2
4639,625,2,-14
4637,624,16,-2
